user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected
,,,,,,,,,,,,,,,,,,,0,326,484,0.6735537190082644,83,,,
,,,,,,,,,,,,,,,,,,,0,291,816,0.35661764705882354,89,,,
,,,,,,,,,,,,,,,,,,,81,545,1700,0.3205882352941177,3,,,
,,,,,,,,,,,,,,,,,,,77,35,1100,0.031818181818181815,0,,,
,,,,,,,,,,,,,,,,,,,74,25,941,0.026567481402763018,30,,,
,,,,,,,,,,,,,,,,,,,0,238,2700,0.08814814814814814,1,,,
,,,,,,,,,,,,,,,,,,,230,1100,6600,0.16666666666666666,461,,,
,,,,,,,,,,,,,,,,,,,0,402,789,0.5095057034220533,149,,,
,,,,,,,,,,,,,,,,,,,89,549,2500,0.2196,34,,,
,,,,,,,,,,,,,,,,,,,73,811,885,0.9163841807909604,39,,,
,,,,,,,,,,,,,,,,,,,0,938,4000,0.2345,4,,,
,,,,,,,,,,,,,,,,,,,173,1100,500,2.2,1200,,,
,,,,,,,,,,,,,,,,,,,128,125,7500,0.016666666666666666,39,,,
,,,,,,,,,,,,,,,,,,,143,1000,985,1.015228426395939,1400,,,
,,,,,,,,,,,,,,,,,,,47,332,240,1.3833333333333333,13,,,
,,,,,,,,,,,,,,,,,,,32,1700,2500,0.68,375,,,
,,,,,,,,,,,,,,,,,,,0,523,1200,0.43583333333333335,11,,,
,,,,,,,,,,,,,,,,,,,0,0,82,0.0,0,,,
,,,,,,,,,,,,,,,,,,,114,3400,7000,0.4857142857142857,46,,,
,,,,,,,,,,,,,,,,,,,159,1500,7500,0.2,1400,,,
,,,,,,,,,,,,,,,,,,,59,1000,512,1.953125,374,,,
,,,,,,,,,,,,,,,,,,,0,1100,3400,0.3235294117647059,1,,,
,,,,,,,,,,,,,,,,,,,176,5800,2000,2.9,62,,,
,,,,,,,,,,,,,,,,,,,17,51,35,1.457142857142857,2,,,
,,,,,,,,,,,,,,,,,,,0,143,1000,0.143,52,,,
,,,,,,,,,,,,,,,,,,,176,1400,1800,0.7777777777777778,78,,,
,,,,,,,,,,,,,,,,,,,0,1700,1100,1.5454545454545454,47,,,
,,,,,,,,,,,,,,,,,,,32,61,94,0.648936170212766,2,,,
,,,,,,,,,,,,,,,,,,,8,807,1000,0.807,3200,,,
,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,,,
,,,,,,,,,,,,,,,,,,,0,835,7500,0.11133333333333334,1200,,,
,,,,,,,,,,,,,,,,,,,38,2600,1600,1.625,809,,,
,,,,,,,,,,,,,,,,,,,44,76,336,0.2261904761904762,62,,,
,,,,,,,,,,,,,,,,,,,83,383,527,0.7267552182163188,29,,,
,,,,,,,,,,,,,,,,,,,14,129,7300,0.01767123287671233,10,,,
,,,,,,,,,,,,,,,,,,,155,73,299,0.24414715719063546,30,,,
,,,,,,,,,,,,,,,,,,,52,158,1100,0.14363636363636365,296,,,
,,,,,,,,,,,,,,,,,,,37,736,558,1.3189964157706093,341,,,
,,,,,,,,,,,,,,,,,,,65,205,409,0.5012224938875306,5,,,
,,,,,,,,,,,,,,,,,,,0,72,7000,0.010285714285714285,1,,,
,,,,,,,,,,,,,,,,,,,33,527,7300,0.07219178082191781,3,,,
,,,,,,,,,,,,,,,,,,,136,918,2000,0.459,22,,,
,,,,,,,,,,,,,,,,,,,89,120,744,0.16129032258064516,8,,,
,,,,,,,,,,,,,,,,,,,0,100,7300,0.0136986301369863,0,,,
,,,,,,,,,,,,,,,,,,,49,723,775,0.9329032258064516,281,,,
,,,,,,,,,,,,,,,,,,,0,358,1100,0.32545454545454544,2,,,
,,,,,,,,,,,,,,,,,,,0,782,580,1.3482758620689654,139,,,
,,,,,,,,,,,,,,,,,,,95,1100,712,1.5449438202247192,92,,,
,,,,,,,,,,,,,,,,,,,144,45,129,0.3488372093023256,6,,,
,,,,,,,,,,,,,,,,,,,24,1200,195,6.153846153846154,417,,,
,,,,,,,,,,,,,,,,,,,116,1900,6200,0.3064516129032258,650,,,
,,,,,,,,,,,,,,,,,,,34,700,7500,0.09333333333333334,50,,,
,,,,,,,,,,,,,,,,,,,0,261,882,0.29591836734693877,0,,,
,,,,,,,,,,,,,,,,,,,140,49,25,1.96,7,,,
,,,,,,,,,,,,,,,,,,,162,872,3700,0.23567567567567568,281,,,
,,,,,,,,,,,,,,,,,,,73,364,445,0.8179775280898877,401,,,
,,,,,,,,,,,,,,,,,,,77,845,13,65.0,70,,,
,,,,,,,,,,,,,,,,,,,138,3500,113,30.97345132743363,1900,,,
,,,,,,,,,,,,,,,,,,,55,175,484,0.3615702479338843,35,,,
,,,,,,,,,,,,,,,,,,,110,1100,207,5.314009661835748,130,,,
,,,,,,,,,,,,,,,,,,,61,62,419,0.14797136038186157,71,,,
,,,,,,,,,,,,,,,,,,,159,9600,7400,1.2972972972972974,3800,,,
,,,,,,,,,,,,,,,,,,,15,505,448,1.1272321428571428,21,,,
,,,,,,,,,,,,,,,,,,,80,257,791,0.324905183312263,153,,,
,,,,,,,,,,,,,,,,,,,128,446,723,0.6168741355463347,681,,,
,,,,,,,,,,,,,,,,,,,0,57,75,0.76,13,,,
,,,,,,,,,,,,,,,,,,,158,1400,1800,0.7777777777777778,194,,,
,,,,,,,,,,,,,,,,,,,15,238,751,0.3169107856191744,5,,,
,,,,,,,,,,,,,,,,,,,0,196,6400,0.030625,11,,,
,,,,,,,,,,,,,,,,,,,0,55,7400,0.007432432432432433,11,,,
,,,,,,,,,,,,,,,,,,,0,238,1000,0.238,4,,,
,,,,,,,,,,,,,,,,,,,0,74,822,0.09002433090024331,2,,,
,,,,,,,,,,,,,,,,,,,0,58,365,0.1589041095890411,9,,,
,,,,,,,,,,,,,,,,,,,157,3100,1700,1.8235294117647058,242,,,
,,,,,,,,,,,,,,,,,,,112,574,1600,0.35875,39,,,
,,,,,,,,,,,,,,,,,,,0,68,6800,0.01,6,,,
,,,,,,,,,,,,,,,,,,,82,110,397,0.2770780856423174,9,,,
,,,,,,,,,,,,,,,,,,,150,3500,7500,0.4666666666666667,385,,,
,,,,,,,,,,,,,,,,,,,52,536,448,1.1964285714285714,1200,,,
,,,,,,,,,,,,,,,,,,,172,7300,5400,1.3518518518518519,2200,,,
,,,,,,,,,,,,,,,,,,,80,1600,4800,0.3333333333333333,72,,,
,,,,,,,,,,,,,,,,,,,0,678,688,0.9854651162790697,470,,,
,,,,,,,,,,,,,,,,,,,75,1600,4200,0.38095238095238093,351,,,
,,,,,,,,,,,,,,,,,,,0,154,7300,0.021095890410958905,6,,,
,,,,,,,,,,,,,,,,,,,0,41,6400,0.00640625,0,,,
,,,,,,,,,,,,,,,,,,,48,346,432,0.8009259259259259,9,,,
,,,,,,,,,,,,,,,,,,,25,23,77,0.2987012987012987,36,,,
,,,,,,,,,,,,,,,,,,,0,310,7000,0.04428571428571428,6,,,
,,,,,,,,,,,,,,,,,,,67,1700,523,3.2504780114722753,20,,,
,,,,,,,,,,,,,,,,,,,0,250,931,0.26852846401718583,11,,,
,,,,,,,,,,,,,,,,,,,0,741,7100,0.10436619718309859,60,,,
,,,,,,,,,,,,,,,,,,,185,7800,711,10.970464135021096,172,,,
,,,,,,,,,,,,,,,,,,,123,110,784,0.14030612244897958,33,,,
,,,,,,,,,,,,,,,,,,,0,230,1200,0.19166666666666668,125,,,
,,,,,,,,,,,,,,,,,,,0,365,2000,0.1825,1,,,
,,,,,,,,,,,,,,,,,,,0,43,7300,0.005890410958904109,0,,,
,,,,,,,,,,,,,,,,,,,4,2600,1600,1.625,243,,,
,,,,,,,,,,,,,,,,,,,32,217,1000,0.217,14,,,
,,,,,,,,,,,,,,,,,,,84,201,1300,0.15461538461538463,31,,,
,,,,,,,,,,,,,,,,,,,145,82,350,0.2342857142857143,9,,,
,,,,,,,,,,,,,,,,,,,28,59,5900,0.01,5,,,
,,,,,,,,,,,,,,,,,,,31,765,1200,0.6375,199,,,
,,,,,,,,,,,,,,,,,,,111,743,641,1.1591263650546022,962,,,
,,,,,,,,,,,,,,,,,,,110,50,55,0.9090909090909091,4,,,
,,,,,,,,,,,,,,,,,,,13,2100,7500,0.28,27,,,
,,,,,,,,,,,,,,,,,,,67,124,1100,0.11272727272727273,2,,,
,,,,,,,,,,,,,,,,,,,0,73,164,0.4451219512195122,1,,,
,,,,,,,,,,,,,,,,,,,96,1600,1100,1.4545454545454546,51,,,
,,,,,,,,,,,,,,,,,,,88,1400,3000,0.4666666666666667,36,,,
,,,,,,,,,,,,,,,,,,,0,257,2800,0.09178571428571429,314,,,
,,,,,,,,,,,,,,,,,,,26,65,251,0.2589641434262948,19,,,
,,,,,,,,,,,,,,,,,,,127,283,1500,0.18866666666666668,18,,,
,,,,,,,,,,,,,,,,,,,100,471,717,0.6569037656903766,36,,,
,,,,,,,,,,,,,,,,,,,0,1500,7500,0.2,587,,,
,,,,,,,,,,,,,,,,,,,0,135,1100,0.12272727272727273,4,,,
,,,,,,,,,,,,,,,,,,,0,108,218,0.4954128440366973,19,,,
,,,,,,,,,,,,,,,,,,,36,107,2500,0.0428,0,,,
,,,,,,,,,,,,,,,,,,,155,2700,2400,1.125,341,,,
,,,,,,,,,,,,,,,,,,,8,110,387,0.2842377260981912,12,,,
,,,,,,,,,,,,,,,,,,,0,627,3000,0.209,79,,,
,,,,,,,,,,,,,,,,,,,0,295,1000,0.295,100,,,
,,,,,,,,,,,,,,,,,,,162,3700,7200,0.5138888888888888,188,,,
,,,,,,,,,,,,,,,,,,,184,418,335,1.2477611940298508,5,,,
,,,,,,,,,,,,,,,,,,,0,389,513,0.7582846003898636,38,,,
,,,,,,,,,,,,,,,,,,,0,232,7300,0.03178082191780822,2,,,
,,,,,,,,,,,,,,,,,,,40,76,134,0.5671641791044776,19,,,
,,,,,,,,,,,,,,,,,,,61,55,207,0.26570048309178745,8,,,
,,,,,,,,,,,,,,,,,,,0,177,7200,0.024583333333333332,2,,,
,,,,,,,,,,,,,,,,,,,0,1500,751,1.9973368841544608,23,,,
,,,,,,,,,,,,,,,,,,,0,94,119,0.7899159663865546,1,,,
,,,,,,,,,,,,,,,,,,,0,4500,6800,0.6617647058823529,7,,,
,,,,,,,,,,,,,,,,,,,0,123,281,0.4377224199288256,6,,,
,,,,,,,,,,,,,,,,,,,178,348,7500,0.0464,45,,,
,,,,,,,,,,,,,,,,,,,2,297,526,0.564638783269962,64,,,
,,,,,,,,,,,,,,,,,,,0,1400,7500,0.18666666666666668,5,,,
,,,,,,,,,,,,,,,,,,,81,421,326,1.2914110429447854,32,,,
,,,,,,,,,,,,,,,,,,,86,21,10,2.1,1,,,
,,,,,,,,,,,,,,,,,,,0,148,7400,0.02,4,,,
,,,,,,,,,,,,,,,,,,,38,492,131,3.7557251908396947,334,,,
,,,,,,,,,,,,,,,,,,,30,137,807,0.1697645600991326,1,,,
,,,,,,,,,,,,,,,,,,,115,183,329,0.5562310030395137,28,,,
,,,,,,,,,,,,,,,,,,,65,878,318,2.761006289308176,382,,,
,,,,,,,,,,,,,,,,,,,0,153,975,0.15692307692307692,1,,,
,,,,,,,,,,,,,,,,,,,0,114,6800,0.016764705882352942,0,,,
,,,,,,,,,,,,,,,,,,,32,319,1500,0.21266666666666667,225,,,
,,,,,,,,,,,,,,,,,,,127,798,1100,0.7254545454545455,282,,,
,,,,,,,,,,,,,,,,,,,155,914,4200,0.21761904761904763,43,,,
,,,,,,,,,,,,,,,,,,,162,2100,7500,0.28,420,,,
,,,,,,,,,,,,,,,,,,,161,300,842,0.35629453681710216,69,,,
,,,,,,,,,,,,,,,,,,,153,301,2900,0.10379310344827586,25,,,
,,,,,,,,,,,,,,,,,,,161,1600,6800,0.23529411764705882,955,,,
,,,,,,,,,,,,,,,,,,,180,623,3200,0.1946875,441,,,
,,,,,,,,,,,,,,,,,,,0,464,2800,0.1657142857142857,3,,,
,,,,,,,,,,,,,,,,,,,176,16900,3600,4.694444444444445,2200,,,
,,,,,,,,,,,,,,,,,,,95,4100,2000,2.05,1300,,,
,,,,,,,,,,,,,,,,,,,82,1700,6500,0.26153846153846155,206,,,
,,,,,,,,,,,,,,,,,,,28,126,374,0.33689839572192515,31,,,
,,,,,,,,,,,,,,,,,,,0,242,290,0.8344827586206897,254,,,
,,,,,,,,,,,,,,,,,,,10,625,3300,0.1893939393939394,3,,,
,,,,,,,,,,,,,,,,,,,4,116,668,0.17365269461077845,1,,,
,,,,,,,,,,,,,,,,,,,67,66,5200,0.012692307692307692,0,,,
,,,,,,,,,,,,,,,,,,,209,8500,4800,1.7708333333333333,978,,,
,,,,,,,,,,,,,,,,,,,0,92,928,0.09913793103448276,26,,,
,,,,,,,,,,,,,,,,,,,0,63,7500,0.0084,1,,,
,,,,,,,,,,,,,,,,,,,0,306,454,0.6740088105726872,109,,,
,,,,,,,,,,,,,,,,,,,6,152,461,0.3297180043383948,11,,,
,,,,,,,,,,,,,,,,,,,0,310,1000,0.31,1,,,
,,,,,,,,,,,,,,,,,,,23,845,7100,0.11901408450704225,0,,,
,,,,,,,,,,,,,,,,,,,0,109,5900,0.01847457627118644,0,,,
,,,,,,,,,,,,,,,,,,,100,714,1200,0.595,18,,,
,,,,,,,,,,,,,,,,,,,31,315,433,0.7274826789838337,82,,,
,,,,,,,,,,,,,,,,,,,0,45,308,0.1461038961038961,1,,,
,,,,,,,,,,,,,,,,,,,0,0,74,0.0,0,,,
,,,,,,,,,,,,,,,,,,,55,363,205,1.7707317073170732,8,,,
,,,,,,,,,,,,,,,,,,,0,117,88,1.3295454545454546,21,,,
,,,,,,,,,,,,,,,,,,,152,93,395,0.23544303797468355,6,,,
,,,,,,,,,,,,,,,,,,,198,408,384,1.0625,91,,,
,,,,,,,,,,,,,,,,,,,143,1100,1800,0.6111111111111112,77,,,
,,,,,,,,,,,,,,,,,,,0,325,404,0.8044554455445545,75,,,
,,,,,,,,,,,,,,,,,,,80,572,2600,0.22,18,,,
,,,,,,,,,,,,,,,,,,,137,1300,181,7.18232044198895,874,,,
,,,,,,,,,,,,,,,,,,,0,386,7000,0.055142857142857146,3,,,
,,,,,,,,,,,,,,,,,,,0,370,574,0.6445993031358885,60,,,
,,,,,,,,,,,,,,,,,,,211,310,308,1.0064935064935066,2,,,
,,,,,,,,,,,,,,,,,,,12,1000,1000,1.0,25,,,
,,,,,,,,,,,,,,,,,,,0,320,598,0.5351170568561873,142,,,
,,,,,,,,,,,,,,,,,,,12,191,1500,0.12733333333333333,44,,,
,,,,,,,,,,,,,,,,,,,0,200,740,0.2702702702702703,11,,,
,,,,,,,,,,,,,,,,,,,49,1200,3000,0.4,4,,,
,,,,,,,,,,,,,,,,,,,151,2100,591,3.553299492385787,1600,,,
,,,,,,,,,,,,,,,,,,,0,204,1200,0.17,13,,,
,,,,,,,,,,,,,,,,,,,5,73,481,0.15176715176715178,2,,,
,,,,,,,,,,,,,,,,,,,31,307,1100,0.2790909090909091,28,,,
,,,,,,,,,,,,,,,,,,,0,86,148,0.581081081081081,1,,,
,,,,,,,,,,,,,,,,,,,20,961,2100,0.4576190476190476,111,,,
,,,,,,,,,,,,,,,,,,,138,47,7300,0.0064383561643835616,1,,,
,,,,,,,,,,,,,,,,,,,0,100,6800,0.014705882352941176,3,,,
,,,,,,,,,,,,,,,,,,,190,742,1500,0.49466666666666664,57,,,
,,,,,,,,,,,,,,,,,,,84,217,685,0.3167883211678832,126,,,
,,,,,,,,,,,,,,,,,,,0,70,236,0.2966101694915254,4,,,
,,,,,,,,,,,,,,,,,,,0,1100,4400,0.25,75,,,
,,,,,,,,,,,,,,,,,,,39,243,453,0.5364238410596026,79,,,
,,,,,,,,,,,,,,,,,,,31,591,573,1.031413612565445,14,,,
,,,,,,,,,,,,,,,,,,,20,93,317,0.29337539432176657,123,,,
,,,,,,,,,,,,,,,,,,,0,229,1000,0.229,15,,,
,,,,,,,,,,,,,,,,,,,36,1400,7400,0.1891891891891892,34,,,
,,,,,,,,,,,,,,,,,,,137,38,7400,0.005135135135135135,23,,,
,,,,,,,,,,,,,,,,,,,0,69,6000,0.0115,0,,,
,,,,,,,,,,,,,,,,,,,81,1100,3800,0.2894736842105263,21,,,
,,,,,,,,,,,,,,,,,,,0,101,7300,0.013835616438356164,3,,,
,,,,,,,,,,,,,,,,,,,0,7,14,0.5,5,,,
,,,,,,,,,,,,,,,,,,,0,54,7500,0.0072,1,,,
,,,,,,,,,,,,,,,,,,,0,127,391,0.3248081841432225,263,,,
,,,,,,,,,,,,,,,,,,,32,354,182,1.945054945054945,14,,,
,,,,,,,,,,,,,,,,,,,74,429,1100,0.39,202,,,
,,,,,,,,,,,,,,,,,,,144,511,2600,0.19653846153846155,357,,,
,,,,,,,,,,,,,,,,,,,0,145,7200,0.02013888888888889,39,,,
,,,,,,,,,,,,,,,,,,,0,30,151,0.1986754966887417,30,,,
,,,,,,,,,,,,,,,,,,,0,112,993,0.11278952668680765,10,,,
,,,,,,,,,,,,,,,,,,,0,713,1800,0.39611111111111114,5,,,
,,,,,,,,,,,,,,,,,,,17,685,820,0.8353658536585366,116,,,
,,,,,,,,,,,,,,,,,,,108,1900,6200,0.3064516129032258,10,,,
,,,,,,,,,,,,,,,,,,,0,308,1200,0.25666666666666665,103,,,
,,,,,,,,,,,,,,,,,,,62,202,445,0.45393258426966293,31,,,
,,,,,,,,,,,,,,,,,,,0,225,309,0.7281553398058253,27,,,
,,,,,,,,,,,,,,,,,,,91,99,143,0.6923076923076923,40,,,
,,,,,,,,,,,,,,,,,,,54,248,7000,0.03542857142857143,55,,,
,,,,,,,,,,,,,,,,,,,0,226,1200,0.18833333333333332,7,,,
,,,,,,,,,,,,,,,,,,,60,387,559,0.6923076923076923,5,,,
,,,,,,,,,,,,,,,,,,,154,230,647,0.3554868624420402,129,,,
,,,,,,,,,,,,,,,,,,,78,70,657,0.106544901065449,4,,,
,,,,,,,,,,,,,,,,,,,0,541,5600,0.09660714285714286,45,,,
,,,,,,,,,,,,,,,,,,,0,140,7200,0.019444444444444445,15,,,
,,,,,,,,,,,,,,,,,,,157,105,377,0.27851458885941643,1,,,
,,,,,,,,,,,,,,,,,,,0,277,4700,0.05893617021276596,1,,,
,,,,,,,,,,,,,,,,,,,0,62,7400,0.008378378378378378,0,,,
,,,,,,,,,,,,,,,,,,,192,52,84,0.6190476190476191,17,,,
,,,,,,,,,,,,,,,,,,,57,15,135,0.1111111111111111,6,,,
,,,,,,,,,,,,,,,,,,,46,193,417,0.4628297362110312,17,,,
,,,,,,,,,,,,,,,,,,,0,399,805,0.4956521739130435,12,,,
,,,,,,,,,,,,,,,,,,,0,45,46,0.9782608695652174,2,,,
,,,,,,,,,,,,,,,,,,,0,455,897,0.5072463768115942,35,,,
,,,,,,,,,,,,,,,,,,,0,163,208,0.7836538461538461,5,,,
,,,,,,,,,,,,,,,,,,,9,442,7500,0.05893333333333333,5,,,
,,,,,,,,,,,,,,,,,,,0,141,832,0.16947115384615385,179,,,
,,,,,,,,,,,,,,,,,,,91,740,5100,0.1450980392156863,28,,,
,,,,,,,,,,,,,,,,,,,154,298,1900,0.1568421052631579,243,,,
,,,,,,,,,,,,,,,,,,,3,16,142,0.11267605633802817,0,,,
,,,,,,,,,,,,,,,,,,,24,26,39,0.6666666666666666,3,,,
,,,,,,,,,,,,,,,,,,,0,1300,759,1.7127799736495388,607,,,
,,,,,,,,,,,,,,,,,,,126,55,114,0.4824561403508772,24,,,
,,,,,,,,,,,,,,,,,,,0,105,6600,0.015909090909090907,0,,,
,,,,,,,,,,,,,,,,,,,119,38000,3600,10.555555555555555,2800,,,
,,,,,,,,,,,,,,,,,,,0,1100,2500,0.44,1,,,
,,,,,,,,,,,,,,,,,,,56,188,60,3.1333333333333333,4,,,
,,,,,,,,,,,,,,,,,,,47,1000,910,1.098901098901099,29,,,
,,,,,,,,,,,,,,,,,,,0,10,106,0.09433962264150944,1,,,
,,,,,,,,,,,,,,,,,,,153,261,521,0.5009596928982726,347,,,
,,,,,,,,,,,,,,,,,,,0,769,4300,0.17883720930232558,1,,,
,,,,,,,,,,,,,,,,,,,0,365,3200,0.1140625,47,,,
,,,,,,,,,,,,,,,,,,,0,322,2700,0.11925925925925926,31,,,
,,,,,,,,,,,,,,,,,,,102,113,7200,0.015694444444444445,6,,,
,,,,,,,,,,,,,,,,,,,73,3600,1600,2.25,2100,,,
,,,,,,,,,,,,,,,,,,,157,1900,5500,0.34545454545454546,476,,,
,,,,,,,,,,,,,,,,,,,26,221,570,0.387719298245614,46,,,
,,,,,,,,,,,,,,,,,,,41,3900,7500,0.52,351,,,
,,,,,,,,,,,,,,,,,,,34,158,1200,0.13166666666666665,219,,,
,,,,,,,,,,,,,,,,,,,0,1800,2100,0.8571428571428571,28,,,
,,,,,,,,,,,,,,,,,,,0,28,7300,0.0038356164383561643,0,,,
,,,,,,,,,,,,,,,,,,,141,1700,1900,0.8947368421052632,859,,,
,,,,,,,,,,,,,,,,,,,0,284,518,0.5482625482625483,9,,,
,,,,,,,,,,,,,,,,,,,20,211,139,1.5179856115107915,1,,,
,,,,,,,,,,,,,,,,,,,0,296,4200,0.07047619047619047,0,,,
,,,,,,,,,,,,,,,,,,,98,61,7400,0.008243243243243244,1,,,
,,,,,,,,,,,,,,,,,,,0,599,6000,0.09983333333333333,36,,,
,,,,,,,,,,,,,,,,,,,2,113,6400,0.01765625,13,,,
,,,,,,,,,,,,,,,,,,,18,226,7400,0.03054054054054054,14,,,
,,,,,,,,,,,,,,,,,,,0,148,173,0.8554913294797688,12,,,
,,,,,,,,,,,,,,,,,,,73,294,5800,0.05068965517241379,234,,,
,,,,,,,,,,,,,,,,,,,0,34,329,0.1033434650455927,1,,,
,,,,,,,,,,,,,,,,,,,0,123,7400,0.016621621621621622,2,,,
,,,,,,,,,,,,,,,,,,,11,292,277,1.0541516245487366,57,,,
,,,,,,,,,,,,,,,,,,,119,219,606,0.3613861386138614,115,,,
,,,,,,,,,,,,,,,,,,,106,5900,11,536.3636363636364,62,,,
,,,,,,,,,,,,,,,,,,,0,103,262,0.3931297709923664,53,,,
,,,,,,,,,,,,,,,,,,,188,1200,1900,0.631578947368421,31,,,
,,,,,,,,,,,,,,,,,,,144,3400,7000,0.4857142857142857,100,,,
,,,,,,,,,,,,,,,,,,,16,962,915,1.0513661202185793,207,,,
,,,,,,,,,,,,,,,,,,,0,54,38,1.4210526315789473,2,,,
,,,,,,,,,,,,,,,,,,,0,149,485,0.30721649484536084,7,,,
,,,,,,,,,,,,,,,,,,,0,1,164,0.006097560975609756,0,,,
,,,,,,,,,,,,,,,,,,,0,82,5700,0.014385964912280702,1,,,
,,,,,,,,,,,,,,,,,,,36,199,5300,0.03754716981132075,34,,,
,,,,,,,,,,,,,,,,,,,0,568,2700,0.21037037037037037,33,,,
,,,,,,,,,,,,,,,,,,,0,192,213,0.9014084507042254,1,,,
,,,,,,,,,,,,,,,,,,,0,626,7400,0.08459459459459459,5,,,
,,,,,,,,,,,,,,,,,,,0,151,827,0.1825876662636034,3,,,
,,,,,,,,,,,,,,,,,,,109,247,1500,0.16466666666666666,38,,,
,,,,,,,,,,,,,,,,,,,80,234,869,0.26927502876869963,10,,,
,,,,,,,,,,,,,,,,,,,69,1600,249,6.42570281124498,42,,,
,,,,,,,,,,,,,,,,,,,76,1300,1600,0.8125,69,,,
,,,,,,,,,,,,,,,,,,,0,49,16,3.0625,5,,,
,,,,,,,,,,,,,,,,,,,74,691,5600,0.12339285714285714,39,,,
,,,,,,,,,,,,,,,,,,,0,514,1100,0.4672727272727273,89,,,
,,,,,,,,,,,,,,,,,,,0,77,235,0.3276595744680851,6,,,
,,,,,,,,,,,,,,,,,,,129,765,4600,0.16630434782608697,148,,,
,,,,,,,,,,,,,,,,,,,0,147,514,0.28599221789883267,3,,,
,,,,,,,,,,,,,,,,,,,31,967,1400,0.6907142857142857,71,,,
,,,,,,,,,,,,,,,,,,,0,394,423,0.9314420803782506,30,,,
,,,,,,,,,,,,,,,,,,,91,53,424,0.125,13,,,
,,,,,,,,,,,,,,,,,,,67,85,872,0.09747706422018348,66,,,
,,,,,,,,,,,,,,,,,,,0,55,7200,0.007638888888888889,0,,,
,,,,,,,,,,,,,,,,,,,149,1100,3300,0.3333333333333333,329,,,
,,,,,,,,,,,,,,,,,,,99,1300,1200,1.0833333333333333,160,,,
,,,,,,,,,,,,,,,,,,,0,62,135,0.45925925925925926,14,,,
,,,,,,,,,,,,,,,,,,,71,384,475,0.8084210526315789,45,,,
,,,,,,,,,,,,,,,,,,,155,540,532,1.0150375939849625,392,,,
,,,,,,,,,,,,,,,,,,,54,315,1300,0.2423076923076923,87,,,
,,,,,,,,,,,,,,,,,,,0,16,128,0.125,2,,,
,,,,,,,,,,,,,,,,,,,0,495,7400,0.06689189189189189,4,,,
,,,,,,,,,,,,,,,,,,,79,296,1100,0.2690909090909091,23,,,
,,,,,,,,,,,,,,,,,,,43,524,1200,0.43666666666666665,70,,,
,,,,,,,,,,,,,,,,,,,0,315,244,1.290983606557377,444,,,
,,,,,,,,,,,,,,,,,,,17,33,220,0.15,4,,,
,,,,,,,,,,,,,,,,,,,157,16000,963,16.614745586708203,540,,,
,,,,,,,,,,,,,,,,,,,129,942,3900,0.24153846153846154,152,,,
,,,,,,,,,,,,,,,,,,,139,283,791,0.3577749683944374,531,,,
,,,,,,,,,,,,,,,,,,,15,1300,7500,0.17333333333333334,135,,,
,,,,,,,,,,,,,,,,,,,55,489,545,0.8972477064220183,32,,,
,,,,,,,,,,,,,,,,,,,0,68,6000,0.011333333333333334,11,,,
,,,,,,,,,,,,,,,,,,,0,32,551,0.05807622504537205,1,,,
,,,,,,,,,,,,,,,,,,,36,378,1000,0.378,40,,,
,,,,,,,,,,,,,,,,,,,182,479,660,0.7257575757575757,283,,,
,,,,,,,,,,,,,,,,,,,178,648,1500,0.432,16,,,
,,,,,,,,,,,,,,,,,,,38,114,143,0.7972027972027972,114,,,
,,,,,,,,,,,,,,,,,,,147,546,1100,0.49636363636363634,799,,,
,,,,,,,,,,,,,,,,,,,0,909,6900,0.1317391304347826,7,,,
,,,,,,,,,,,,,,,,,,,137,1600,6200,0.25806451612903225,455,,,
,,,,,,,,,,,,,,,,,,,75,9100,1900,4.7894736842105265,1500,,,
,,,,,,,,,,,,,,,,,,,163,827,4900,0.16877551020408163,232,,,
,,,,,,,,,,,,,,,,,,,301,2900,1900,1.5263157894736843,494,,,
,,,,,,,,,,,,,,,,,,,0,32,7400,0.004324324324324324,0,,,
,,,,,,,,,,,,,,,,,,,0,40,4500,0.008888888888888889,0,,,
,,,,,,,,,,,,,,,,,,,164,279,75,3.72,151,,,
,,,,,,,,,,,,,,,,,,,152,528,1100,0.48,464,,,
,,,,,,,,,,,,,,,,,,,106,356,1000,0.356,149,,,
,,,,,,,,,,,,,,,,,,,0,169,192,0.8802083333333334,12,,,
,,,,,,,,,,,,,,,,,,,115,485,785,0.6178343949044586,12,,,
,,,,,,,,,,,,,,,,,,,0,2300,7200,0.3194444444444444,10300,,,
,,,,,,,,,,,,,,,,,,,30,565,483,1.1697722567287785,9,,,
,,,,,,,,,,,,,,,,,,,141,442,90,4.911111111111111,58,,,
,,,,,,,,,,,,,,,,,,,124,2200,7500,0.29333333333333333,279,,,
,,,,,,,,,,,,,,,,,,,48,1300,5000,0.26,3000,,,
,,,,,,,,,,,,,,,,,,,35,278,670,0.41492537313432837,200,,,
,,,,,,,,,,,,,,,,,,,142,545,1300,0.41923076923076924,0,,,
,,,,,,,,,,,,,,,,,,,38,1100,970,1.134020618556701,71,,,
